intervention_id,complaint_id,intervention_type,outcome,time_to_action_hours,recipient_response
INT-009171,CMP-009171,NO_ACTION,SUCCESS,5.54,ACTED
INT-009172,CMP-009172,ENDPOINT_WATCH,SUCCESS,43.54,ALREADY_ACTIONED
INT-009173,CMP-009173,ACCOUNT_FREEZE,PARTIAL,42.76,ACTED
INT-009174,CMP-009174,ACCOUNT_FREEZE,SUCCESS,36.49,OUT_OF_SCOPE
INT-009175,CMP-009175,NO_ACTION,SUCCESS,22.31,ACTED
INT-009176,CMP-009176,JURISDICTION_HANDOFF,SUCCESS,35.12,NOT_ACTED
INT-009177,CMP-009177,ACCOUNT_FREEZE,NO_ACTION,37.47,ACTED
INT-009178,CMP-009178,ACCOUNT_FREEZE,PARTIAL,13.5,ACTED
INT-009179,CMP-009179,JURISDICTION_HANDOFF,SUCCESS,26.91,ACTED
INT-009180,CMP-009180,NO_ACTION,NO_ACTION,39.12,ACTED
INT-009181,CMP-009181,NO_ACTION,NO_ACTION,19.2,ACTED
INT-009182,CMP-009182,ENDPOINT_WATCH,SUCCESS,32.83,ALREADY_ACTIONED
INT-009183,CMP-009183,ENDPOINT_WATCH,NO_ACTION,43.82,ACTED
INT-009184,CMP-009184,LIEN_MARK,SUCCESS,42.83,ACTED
INT-009185,CMP-009185,LIEN_MARK,SUCCESS,13.28,OUT_OF_SCOPE
INT-009186,CMP-009186,ENDPOINT_WATCH,PARTIAL,28.39,NOT_ACTED
INT-009187,CMP-009187,ACCOUNT_FREEZE,PARTIAL,15.37,NOT_ACTED
INT-009188,CMP-009188,LIEN_MARK,SUCCESS,29.36,OUT_OF_SCOPE
INT-009189,CMP-009189,NO_ACTION,PARTIAL,38.72,ACTED
INT-009190,CMP-009190,JURISDICTION_HANDOFF,PARTIAL,44.06,ALREADY_ACTIONED
INT-009191,CMP-009191,NO_ACTION,SUCCESS,35.25,ACTED
INT-009192,CMP-009192,NO_ACTION,SUCCESS,39.31,ACTED
INT-009193,CMP-009193,ACCOUNT_FREEZE,SUCCESS,34.61,ACTED
INT-009194,CMP-009194,NO_ACTION,NO_ACTION,19.6,ALREADY_ACTIONED
INT-009195,CMP-009195,ENDPOINT_WATCH,NO_ACTION,19.61,NOT_ACTED
INT-009196,CMP-009196,ENDPOINT_WATCH,PARTIAL,14.47,ALREADY_ACTIONED
INT-009197,CMP-009197,NO_ACTION,PARTIAL,37.27,OUT_OF_SCOPE
INT-009198,CMP-009198,LIEN_MARK,NO_ACTION,20.09,ALREADY_ACTIONED
INT-009199,CMP-009199,ACCOUNT_FREEZE,SUCCESS,45.47,ACTED
INT-009200,CMP-009200,NO_ACTION,PARTIAL,21.12,FALSE_POSITIVE
INT-009201,CMP-009201,NO_ACTION,SUCCESS,25.43,ACTED
INT-009202,CMP-009202,JURISDICTION_HANDOFF,SUCCESS,45.21,NOT_ACTED
INT-009203,CMP-009203,ACCOUNT_FREEZE,NO_ACTION,37.7,ACTED
INT-009204,CMP-009204,LIEN_MARK,SUCCESS,24.46,ACTED
INT-009205,CMP-009205,ACCOUNT_FREEZE,PARTIAL,6.65,ACTED
INT-009206,CMP-009206,ENDPOINT_WATCH,SUCCESS,39.06,ALREADY_ACTIONED
INT-009207,CMP-009207,LIEN_MARK,SUCCESS,46.51,ALREADY_ACTIONED
INT-009208,CMP-009208,LIEN_MARK,SUCCESS,40.03,OUT_OF_SCOPE
INT-009209,CMP-009209,JURISDICTION_HANDOFF,SUCCESS,28.58,ACTED
INT-009210,CMP-009210,ACCOUNT_FREEZE,NO_ACTION,44.66,ACTED
INT-009211,CMP-009211,LIEN_MARK,SUCCESS,11.39,NOT_ACTED
INT-009212,CMP-009212,LIEN_MARK,NO_ACTION,45.52,ACTED
INT-009213,CMP-009213,JURISDICTION_HANDOFF,PARTIAL,8.58,OUT_OF_SCOPE
INT-009214,CMP-009214,ENDPOINT_WATCH,SUCCESS,32.15,FALSE_POSITIVE
INT-009215,CMP-009215,ENDPOINT_WATCH,SUCCESS,5.16,ALREADY_ACTIONED
INT-009216,CMP-009216,ENDPOINT_WATCH,NO_ACTION,27.87,ACTED
INT-009217,CMP-009217,NO_ACTION,NO_ACTION,38.48,NOT_ACTED
INT-009218,CMP-009218,JURISDICTION_HANDOFF,PARTIAL,36.22,ALREADY_ACTIONED
INT-009219,CMP-009219,ACCOUNT_FREEZE,PARTIAL,12.86,ALREADY_ACTIONED
INT-009220,CMP-009220,ACCOUNT_FREEZE,PARTIAL,28.21,ACTED
INT-009221,CMP-009221,LIEN_MARK,PARTIAL,47.65,NOT_ACTED
INT-009222,CMP-009222,LIEN_MARK,SUCCESS,45.24,NOT_ACTED
INT-009223,CMP-009223,LIEN_MARK,SUCCESS,15.1,ACTED
INT-009224,CMP-009224,LIEN_MARK,PARTIAL,36.43,NOT_ACTED
INT-009225,CMP-009225,JURISDICTION_HANDOFF,SUCCESS,38.87,ALREADY_ACTIONED
INT-009226,CMP-009226,LIEN_MARK,SUCCESS,17.17,FALSE_POSITIVE
INT-009227,CMP-009227,ENDPOINT_WATCH,PARTIAL,47.25,ACTED
INT-009228,CMP-009228,ACCOUNT_FREEZE,PARTIAL,21.98,ALREADY_ACTIONED
INT-009229,CMP-009229,LIEN_MARK,SUCCESS,28.78,ALREADY_ACTIONED
INT-009230,CMP-009230,JURISDICTION_HANDOFF,SUCCESS,13.1,NOT_ACTED
INT-009231,CMP-009231,NO_ACTION,SUCCESS,45.33,ACTED
INT-009232,CMP-009232,ACCOUNT_FREEZE,NO_ACTION,3.48,ALREADY_ACTIONED
INT-009233,CMP-009233,ACCOUNT_FREEZE,SUCCESS,32.84,ACTED
INT-009234,CMP-009234,JURISDICTION_HANDOFF,SUCCESS,19.1,ALREADY_ACTIONED
INT-009235,CMP-009235,NO_ACTION,SUCCESS,16.14,NOT_ACTED
INT-009236,CMP-009236,NO_ACTION,SUCCESS,4.37,ACTED
INT-009237,CMP-009237,LIEN_MARK,NO_ACTION,34.02,ACTED
INT-009238,CMP-009238,LIEN_MARK,NO_ACTION,33.78,ACTED
INT-009239,CMP-009239,ACCOUNT_FREEZE,SUCCESS,24.82,NOT_ACTED
INT-009240,CMP-009240,JURISDICTION_HANDOFF,SUCCESS,47.76,NOT_ACTED
INT-009241,CMP-009241,ACCOUNT_FREEZE,SUCCESS,15.94,ACTED
INT-009242,CMP-009242,NO_ACTION,SUCCESS,25.46,ACTED
INT-009243,CMP-009243,ACCOUNT_FREEZE,SUCCESS,21.75,ACTED
INT-009244,CMP-009244,LIEN_MARK,SUCCESS,16.31,NOT_ACTED
INT-009245,CMP-009245,NO_ACTION,PARTIAL,37.4,NOT_ACTED
INT-009246,CMP-009246,JURISDICTION_HANDOFF,SUCCESS,40.69,ACTED
INT-009247,CMP-009247,JURISDICTION_HANDOFF,SUCCESS,6.96,OUT_OF_SCOPE
INT-009248,CMP-009248,NO_ACTION,SUCCESS,16.76,ALREADY_ACTIONED
INT-009249,CMP-009249,NO_ACTION,SUCCESS,14.65,NOT_ACTED
INT-009250,CMP-009250,NO_ACTION,SUCCESS,7.44,NOT_ACTED
INT-009251,CMP-009251,LIEN_MARK,PARTIAL,40.35,ACTED
INT-009252,CMP-009252,JURISDICTION_HANDOFF,SUCCESS,14.4,FALSE_POSITIVE
INT-009253,CMP-009253,LIEN_MARK,SUCCESS,43.67,ACTED
INT-009254,CMP-009254,ACCOUNT_FREEZE,SUCCESS,47.5,ACTED
INT-009255,CMP-009255,LIEN_MARK,SUCCESS,42.91,ACTED
INT-009256,CMP-009256,ACCOUNT_FREEZE,SUCCESS,36.07,ACTED
INT-009257,CMP-009257,LIEN_MARK,NO_ACTION,25.44,NOT_ACTED
INT-009258,CMP-009258,LIEN_MARK,NO_ACTION,14.5,ACTED
INT-009259,CMP-009259,LIEN_MARK,NO_ACTION,16.55,ACTED
INT-009260,CMP-009260,LIEN_MARK,SUCCESS,7.83,ACTED
INT-009261,CMP-009261,ENDPOINT_WATCH,SUCCESS,10.77,ACTED
INT-009262,CMP-009262,NO_ACTION,PARTIAL,6.85,ACTED
INT-009263,CMP-009263,JURISDICTION_HANDOFF,SUCCESS,36.36,ACTED
INT-009264,CMP-009264,JURISDICTION_HANDOFF,SUCCESS,42.43,ACTED
INT-009265,CMP-009265,NO_ACTION,NO_ACTION,26.82,OUT_OF_SCOPE
INT-009266,CMP-009266,ACCOUNT_FREEZE,PARTIAL,43.89,NOT_ACTED
INT-009267,CMP-009267,NO_ACTION,NO_ACTION,8.65,ALREADY_ACTIONED
INT-009268,CMP-009268,LIEN_MARK,PARTIAL,36.5,ACTED
INT-009269,CMP-009269,JURISDICTION_HANDOFF,SUCCESS,13.91,ACTED
INT-009270,CMP-009270,NO_ACTION,NO_ACTION,40.05,ALREADY_ACTIONED
INT-009271,CMP-009271,JURISDICTION_HANDOFF,SUCCESS,21.76,ACTED
INT-009272,CMP-009272,ENDPOINT_WATCH,SUCCESS,41.75,ACTED
INT-009273,CMP-009273,LIEN_MARK,SUCCESS,27.06,ACTED
INT-009274,CMP-009274,ENDPOINT_WATCH,PARTIAL,43.28,ACTED
INT-009275,CMP-009275,JURISDICTION_HANDOFF,SUCCESS,34.23,ALREADY_ACTIONED
INT-009276,CMP-009276,ACCOUNT_FREEZE,PARTIAL,23.38,NOT_ACTED
INT-009277,CMP-009277,ACCOUNT_FREEZE,SUCCESS,19.96,ACTED
INT-009278,CMP-009278,JURISDICTION_HANDOFF,SUCCESS,41.02,NOT_ACTED
INT-009279,CMP-009279,ENDPOINT_WATCH,SUCCESS,33.8,ACTED
INT-009280,CMP-009280,ENDPOINT_WATCH,SUCCESS,25.94,ACTED
INT-009281,CMP-009281,ACCOUNT_FREEZE,NO_ACTION,41.86,OUT_OF_SCOPE
INT-009282,CMP-009282,LIEN_MARK,PARTIAL,7.68,ALREADY_ACTIONED
INT-009283,CMP-009283,NO_ACTION,SUCCESS,14.1,ACTED
INT-009284,CMP-009284,ACCOUNT_FREEZE,PARTIAL,47.06,ALREADY_ACTIONED
INT-009285,CMP-009285,ENDPOINT_WATCH,PARTIAL,10.47,ACTED
INT-009286,CMP-009286,LIEN_MARK,SUCCESS,20.83,ALREADY_ACTIONED
INT-009287,CMP-009287,LIEN_MARK,NO_ACTION,31.23,ACTED
INT-009288,CMP-009288,NO_ACTION,SUCCESS,37.54,OUT_OF_SCOPE
INT-009289,CMP-009289,ENDPOINT_WATCH,SUCCESS,33.68,ACTED
INT-009290,CMP-009290,ENDPOINT_WATCH,SUCCESS,46.19,ACTED
INT-009291,CMP-009291,ENDPOINT_WATCH,NO_ACTION,47.63,ALREADY_ACTIONED
INT-009292,CMP-009292,ACCOUNT_FREEZE,SUCCESS,44.86,OUT_OF_SCOPE
INT-009293,CMP-009293,ACCOUNT_FREEZE,SUCCESS,14.8,FALSE_POSITIVE
INT-009294,CMP-009294,ACCOUNT_FREEZE,NO_ACTION,14.41,ACTED
INT-009295,CMP-009295,ACCOUNT_FREEZE,SUCCESS,22.53,ALREADY_ACTIONED
INT-009296,CMP-009296,ACCOUNT_FREEZE,SUCCESS,24.73,ACTED
INT-009297,CMP-009297,ACCOUNT_FREEZE,PARTIAL,21.63,ALREADY_ACTIONED
INT-009298,CMP-009298,JURISDICTION_HANDOFF,SUCCESS,42.64,FALSE_POSITIVE
INT-009299,CMP-009299,ACCOUNT_FREEZE,SUCCESS,20.89,FALSE_POSITIVE
INT-009300,CMP-009300,LIEN_MARK,SUCCESS,9.31,ALREADY_ACTIONED
INT-009301,CMP-009301,LIEN_MARK,SUCCESS,20.44,ACTED
INT-009302,CMP-009302,JURISDICTION_HANDOFF,SUCCESS,8.14,ACTED
INT-009303,CMP-009303,JURISDICTION_HANDOFF,SUCCESS,25.88,ACTED
INT-009304,CMP-009304,NO_ACTION,SUCCESS,14.21,NOT_ACTED
INT-009305,CMP-009305,ENDPOINT_WATCH,SUCCESS,39.64,ALREADY_ACTIONED
INT-009306,CMP-009306,ENDPOINT_WATCH,PARTIAL,43.71,ACTED
INT-009307,CMP-009307,JURISDICTION_HANDOFF,SUCCESS,17.51,ACTED
INT-009308,CMP-009308,ENDPOINT_WATCH,SUCCESS,27.96,OUT_OF_SCOPE
INT-009309,CMP-009309,JURISDICTION_HANDOFF,SUCCESS,4.71,FALSE_POSITIVE
INT-009310,CMP-009310,LIEN_MARK,SUCCESS,7.91,ALREADY_ACTIONED
INT-009311,CMP-009311,ACCOUNT_FREEZE,PARTIAL,42.52,ALREADY_ACTIONED
INT-009312,CMP-009312,JURISDICTION_HANDOFF,NO_ACTION,15.35,ACTED
INT-009313,CMP-009313,NO_ACTION,PARTIAL,35.99,ACTED
INT-009314,CMP-009314,JURISDICTION_HANDOFF,SUCCESS,4.82,NOT_ACTED
INT-009315,CMP-009315,JURISDICTION_HANDOFF,SUCCESS,16.37,NOT_ACTED
INT-009316,CMP-009316,ENDPOINT_WATCH,SUCCESS,40.71,ALREADY_ACTIONED
INT-009317,CMP-009317,LIEN_MARK,SUCCESS,5.09,ACTED
INT-009318,CMP-009318,LIEN_MARK,PARTIAL,7.39,ACTED
INT-009319,CMP-009319,LIEN_MARK,SUCCESS,19.79,ACTED
INT-009320,CMP-009320,LIEN_MARK,SUCCESS,37.81,ACTED
INT-009321,CMP-009321,JURISDICTION_HANDOFF,SUCCESS,11.69,OUT_OF_SCOPE
INT-009322,CMP-009322,NO_ACTION,SUCCESS,43.07,NOT_ACTED
INT-009323,CMP-009323,ACCOUNT_FREEZE,PARTIAL,35.3,ACTED
INT-009324,CMP-009324,ACCOUNT_FREEZE,PARTIAL,44.75,ACTED
INT-009325,CMP-009325,ACCOUNT_FREEZE,SUCCESS,25.5,NOT_ACTED
INT-009326,CMP-009326,ENDPOINT_WATCH,SUCCESS,44.8,OUT_OF_SCOPE
INT-009327,CMP-009327,ACCOUNT_FREEZE,NO_ACTION,3.7,NOT_ACTED
INT-009328,CMP-009328,JURISDICTION_HANDOFF,NO_ACTION,11.92,ACTED
INT-009329,CMP-009329,NO_ACTION,NO_ACTION,34.4,ACTED
INT-009330,CMP-009330,LIEN_MARK,SUCCESS,47.72,ACTED
INT-009331,CMP-009331,NO_ACTION,PARTIAL,41.55,OUT_OF_SCOPE
INT-009332,CMP-009332,ACCOUNT_FREEZE,PARTIAL,16.53,OUT_OF_SCOPE
INT-009333,CMP-009333,NO_ACTION,PARTIAL,29.41,ALREADY_ACTIONED
INT-009334,CMP-009334,JURISDICTION_HANDOFF,NO_ACTION,20.15,ALREADY_ACTIONED
INT-009335,CMP-009335,JURISDICTION_HANDOFF,SUCCESS,42.86,OUT_OF_SCOPE
INT-009336,CMP-009336,LIEN_MARK,SUCCESS,27.93,ALREADY_ACTIONED
INT-009337,CMP-009337,ACCOUNT_FREEZE,SUCCESS,23.06,ACTED
INT-009338,CMP-009338,LIEN_MARK,SUCCESS,15.57,ALREADY_ACTIONED
INT-009339,CMP-009339,JURISDICTION_HANDOFF,SUCCESS,37.05,FALSE_POSITIVE
INT-009340,CMP-009340,ENDPOINT_WATCH,SUCCESS,6.69,NOT_ACTED
INT-009341,CMP-009341,NO_ACTION,SUCCESS,21.03,ACTED
INT-009342,CMP-009342,ENDPOINT_WATCH,PARTIAL,6.54,FALSE_POSITIVE
INT-009343,CMP-009343,LIEN_MARK,PARTIAL,32.77,ACTED
INT-009344,CMP-009344,ENDPOINT_WATCH,PARTIAL,30.78,NOT_ACTED
INT-009345,CMP-009345,JURISDICTION_HANDOFF,NO_ACTION,45.15,FALSE_POSITIVE
INT-009346,CMP-009346,JURISDICTION_HANDOFF,SUCCESS,4.81,ACTED
INT-009347,CMP-009347,NO_ACTION,NO_ACTION,5.13,ACTED
INT-009348,CMP-009348,JURISDICTION_HANDOFF,SUCCESS,9.54,ACTED
INT-009349,CMP-009349,NO_ACTION,SUCCESS,7.75,ALREADY_ACTIONED
INT-009350,CMP-009350,JURISDICTION_HANDOFF,PARTIAL,4.65,NOT_ACTED
INT-009351,CMP-009351,ACCOUNT_FREEZE,SUCCESS,23.41,ALREADY_ACTIONED
INT-009352,CMP-009352,JURISDICTION_HANDOFF,NO_ACTION,43.65,FALSE_POSITIVE
INT-009353,CMP-009353,NO_ACTION,SUCCESS,36.08,ACTED
INT-009354,CMP-009354,JURISDICTION_HANDOFF,NO_ACTION,46.91,ACTED
INT-009355,CMP-009355,JURISDICTION_HANDOFF,NO_ACTION,9.07,ACTED
INT-009356,CMP-009356,LIEN_MARK,PARTIAL,18.99,ACTED
INT-009357,CMP-009357,ENDPOINT_WATCH,SUCCESS,32.94,OUT_OF_SCOPE
INT-009358,CMP-009358,ENDPOINT_WATCH,NO_ACTION,35.51,NOT_ACTED
INT-009359,CMP-009359,NO_ACTION,SUCCESS,20.51,ACTED
INT-009360,CMP-009360,NO_ACTION,PARTIAL,13.2,ALREADY_ACTIONED
INT-009361,CMP-009361,NO_ACTION,NO_ACTION,19.91,NOT_ACTED
INT-009362,CMP-009362,JURISDICTION_HANDOFF,NO_ACTION,40.23,ACTED
INT-009363,CMP-009363,ACCOUNT_FREEZE,NO_ACTION,45.57,ALREADY_ACTIONED
INT-009364,CMP-009364,LIEN_MARK,SUCCESS,26.24,ACTED
INT-009365,CMP-009365,JURISDICTION_HANDOFF,SUCCESS,47.14,ACTED
INT-009366,CMP-009366,ACCOUNT_FREEZE,NO_ACTION,38.73,NOT_ACTED
INT-009367,CMP-009367,JURISDICTION_HANDOFF,NO_ACTION,6.22,ACTED
INT-009368,CMP-009368,ENDPOINT_WATCH,SUCCESS,32.14,ALREADY_ACTIONED
INT-009369,CMP-009369,LIEN_MARK,NO_ACTION,27.3,ACTED
INT-009370,CMP-009370,LIEN_MARK,SUCCESS,30.19,OUT_OF_SCOPE
INT-009371,CMP-009371,JURISDICTION_HANDOFF,PARTIAL,9.6,FALSE_POSITIVE
INT-009372,CMP-009372,ACCOUNT_FREEZE,NO_ACTION,8.11,FALSE_POSITIVE
INT-009373,CMP-009373,NO_ACTION,NO_ACTION,28.71,ACTED
INT-009374,CMP-009374,JURISDICTION_HANDOFF,SUCCESS,30.04,ALREADY_ACTIONED
INT-009375,CMP-009375,ACCOUNT_FREEZE,NO_ACTION,11.68,ALREADY_ACTIONED
INT-009376,CMP-009376,ACCOUNT_FREEZE,PARTIAL,41.67,NOT_ACTED
INT-009377,CMP-009377,ACCOUNT_FREEZE,SUCCESS,30.51,ALREADY_ACTIONED
INT-009378,CMP-009378,JURISDICTION_HANDOFF,NO_ACTION,17.68,ACTED
INT-009379,CMP-009379,NO_ACTION,SUCCESS,7.56,ACTED
INT-009380,CMP-009380,NO_ACTION,SUCCESS,6.03,ACTED
INT-009381,CMP-009381,ACCOUNT_FREEZE,SUCCESS,23.35,ACTED
INT-009382,CMP-009382,ACCOUNT_FREEZE,SUCCESS,32.96,ALREADY_ACTIONED
INT-009383,CMP-009383,ACCOUNT_FREEZE,SUCCESS,25.88,ALREADY_ACTIONED
INT-009384,CMP-009384,NO_ACTION,SUCCESS,3.1,NOT_ACTED
INT-009385,CMP-009385,JURISDICTION_HANDOFF,NO_ACTION,38.52,ACTED
INT-009386,CMP-009386,NO_ACTION,NO_ACTION,15.24,ACTED
INT-009387,CMP-009387,ENDPOINT_WATCH,SUCCESS,28.2,ACTED
INT-009388,CMP-009388,ACCOUNT_FREEZE,PARTIAL,43.12,OUT_OF_SCOPE
INT-009389,CMP-009389,NO_ACTION,SUCCESS,33.04,ALREADY_ACTIONED
INT-009390,CMP-009390,JURISDICTION_HANDOFF,NO_ACTION,13.62,NOT_ACTED
INT-009391,CMP-009391,LIEN_MARK,SUCCESS,3.71,NOT_ACTED
INT-009392,CMP-009392,NO_ACTION,SUCCESS,32.46,NOT_ACTED
INT-009393,CMP-009393,ACCOUNT_FREEZE,SUCCESS,32.53,ACTED
INT-009394,CMP-009394,JURISDICTION_HANDOFF,PARTIAL,37.88,NOT_ACTED
INT-009395,CMP-009395,JURISDICTION_HANDOFF,PARTIAL,29.25,ACTED
INT-009396,CMP-009396,ACCOUNT_FREEZE,NO_ACTION,23.21,OUT_OF_SCOPE
INT-009397,CMP-009397,LIEN_MARK,PARTIAL,39.68,FALSE_POSITIVE
INT-009398,CMP-009398,JURISDICTION_HANDOFF,PARTIAL,39.15,ALREADY_ACTIONED
INT-009399,CMP-009399,JURISDICTION_HANDOFF,SUCCESS,9.42,NOT_ACTED
INT-009400,CMP-009400,LIEN_MARK,NO_ACTION,44.44,ACTED
INT-009401,CMP-009401,ACCOUNT_FREEZE,SUCCESS,37.24,NOT_ACTED
INT-009402,CMP-009402,ACCOUNT_FREEZE,SUCCESS,26.67,ALREADY_ACTIONED
INT-009403,CMP-009403,LIEN_MARK,SUCCESS,19.03,ALREADY_ACTIONED
INT-009404,CMP-009404,ENDPOINT_WATCH,SUCCESS,9.57,ACTED
INT-009405,CMP-009405,NO_ACTION,SUCCESS,41.52,ACTED
INT-009406,CMP-009406,ACCOUNT_FREEZE,PARTIAL,13.23,ACTED
INT-009407,CMP-009407,ENDPOINT_WATCH,NO_ACTION,24.51,ACTED
INT-009408,CMP-009408,LIEN_MARK,NO_ACTION,10.83,ALREADY_ACTIONED
INT-009409,CMP-009409,JURISDICTION_HANDOFF,SUCCESS,7.63,OUT_OF_SCOPE
INT-009410,CMP-009410,ENDPOINT_WATCH,SUCCESS,6.89,FALSE_POSITIVE
INT-009411,CMP-009411,JURISDICTION_HANDOFF,PARTIAL,46.9,ALREADY_ACTIONED
INT-009412,CMP-009412,NO_ACTION,SUCCESS,6.66,ACTED
INT-009413,CMP-009413,JURISDICTION_HANDOFF,SUCCESS,8.79,ACTED
INT-009414,CMP-009414,JURISDICTION_HANDOFF,PARTIAL,12.75,ACTED
INT-009415,CMP-009415,NO_ACTION,SUCCESS,8.72,ACTED
INT-009416,CMP-009416,ACCOUNT_FREEZE,SUCCESS,7.47,ACTED
INT-009417,CMP-009417,LIEN_MARK,SUCCESS,41.48,NOT_ACTED
INT-009418,CMP-009418,NO_ACTION,SUCCESS,9.52,ACTED
INT-009419,CMP-009419,JURISDICTION_HANDOFF,SUCCESS,32.3,OUT_OF_SCOPE
INT-009420,CMP-009420,NO_ACTION,PARTIAL,7.08,ALREADY_ACTIONED
INT-009421,CMP-009421,ACCOUNT_FREEZE,PARTIAL,10.35,OUT_OF_SCOPE
INT-009422,CMP-009422,LIEN_MARK,PARTIAL,35.55,NOT_ACTED
INT-009423,CMP-009423,ENDPOINT_WATCH,SUCCESS,38.92,ACTED
INT-009424,CMP-009424,LIEN_MARK,SUCCESS,19.24,NOT_ACTED
INT-009425,CMP-009425,ENDPOINT_WATCH,SUCCESS,16.61,NOT_ACTED
INT-009426,CMP-009426,ACCOUNT_FREEZE,SUCCESS,8.46,FALSE_POSITIVE
INT-009427,CMP-009427,ENDPOINT_WATCH,SUCCESS,33.2,ACTED
INT-009428,CMP-009428,ENDPOINT_WATCH,NO_ACTION,23.67,ALREADY_ACTIONED
INT-009429,CMP-009429,LIEN_MARK,SUCCESS,20.93,NOT_ACTED
INT-009430,CMP-009430,ENDPOINT_WATCH,PARTIAL,46.7,NOT_ACTED
INT-009431,CMP-009431,LIEN_MARK,NO_ACTION,21.67,ACTED
INT-009432,CMP-009432,NO_ACTION,NO_ACTION,7.25,ACTED
INT-009433,CMP-009433,JURISDICTION_HANDOFF,NO_ACTION,22.05,FALSE_POSITIVE
INT-009434,CMP-009434,ENDPOINT_WATCH,SUCCESS,26.88,ACTED
INT-009435,CMP-009435,LIEN_MARK,SUCCESS,16.58,ALREADY_ACTIONED
INT-009436,CMP-009436,NO_ACTION,NO_ACTION,41.98,NOT_ACTED
INT-009437,CMP-009437,ENDPOINT_WATCH,SUCCESS,35.3,NOT_ACTED
INT-009438,CMP-009438,JURISDICTION_HANDOFF,SUCCESS,26.86,ALREADY_ACTIONED
INT-009439,CMP-009439,ENDPOINT_WATCH,SUCCESS,29.05,FALSE_POSITIVE
INT-009440,CMP-009440,NO_ACTION,PARTIAL,47.16,ALREADY_ACTIONED
INT-009441,CMP-009441,JURISDICTION_HANDOFF,SUCCESS,47.97,ALREADY_ACTIONED
INT-009442,CMP-009442,ENDPOINT_WATCH,PARTIAL,29.58,OUT_OF_SCOPE
INT-009443,CMP-009443,NO_ACTION,SUCCESS,25.37,ACTED
INT-009444,CMP-009444,LIEN_MARK,SUCCESS,28.86,FALSE_POSITIVE
INT-009445,CMP-009445,JURISDICTION_HANDOFF,SUCCESS,23.27,NOT_ACTED
INT-009446,CMP-009446,ACCOUNT_FREEZE,SUCCESS,24.71,NOT_ACTED
INT-009447,CMP-009447,ACCOUNT_FREEZE,PARTIAL,28.84,OUT_OF_SCOPE
INT-009448,CMP-009448,ENDPOINT_WATCH,NO_ACTION,20.46,ALREADY_ACTIONED
INT-009449,CMP-009449,LIEN_MARK,PARTIAL,39.04,NOT_ACTED
INT-009450,CMP-009450,NO_ACTION,NO_ACTION,28.87,NOT_ACTED
INT-009451,CMP-009451,ENDPOINT_WATCH,NO_ACTION,39.51,ALREADY_ACTIONED
INT-009452,CMP-009452,ENDPOINT_WATCH,SUCCESS,39.53,ALREADY_ACTIONED
INT-009453,CMP-009453,LIEN_MARK,PARTIAL,20.55,NOT_ACTED
INT-009454,CMP-009454,NO_ACTION,SUCCESS,45.9,NOT_ACTED
INT-009455,CMP-009455,JURISDICTION_HANDOFF,SUCCESS,41.25,ALREADY_ACTIONED
INT-009456,CMP-009456,NO_ACTION,PARTIAL,34.73,NOT_ACTED
INT-009457,CMP-009457,JURISDICTION_HANDOFF,SUCCESS,30.9,OUT_OF_SCOPE
INT-009458,CMP-009458,NO_ACTION,PARTIAL,18.8,OUT_OF_SCOPE
INT-009459,CMP-009459,LIEN_MARK,PARTIAL,32.06,FALSE_POSITIVE
INT-009460,CMP-009460,ENDPOINT_WATCH,PARTIAL,3.63,ACTED
INT-009461,CMP-009461,JURISDICTION_HANDOFF,SUCCESS,6.33,NOT_ACTED
INT-009462,CMP-009462,ENDPOINT_WATCH,PARTIAL,47.46,FALSE_POSITIVE
INT-009463,CMP-009463,ACCOUNT_FREEZE,PARTIAL,47.33,ALREADY_ACTIONED
INT-009464,CMP-009464,LIEN_MARK,SUCCESS,28.39,ACTED
INT-009465,CMP-009465,ACCOUNT_FREEZE,NO_ACTION,25.29,NOT_ACTED
INT-009466,CMP-009466,ACCOUNT_FREEZE,NO_ACTION,15.75,ALREADY_ACTIONED
INT-009467,CMP-009467,LIEN_MARK,SUCCESS,7.64,FALSE_POSITIVE
INT-009468,CMP-009468,NO_ACTION,NO_ACTION,33.95,NOT_ACTED
INT-009469,CMP-009469,JURISDICTION_HANDOFF,SUCCESS,45.98,NOT_ACTED
INT-009470,CMP-009470,ENDPOINT_WATCH,NO_ACTION,45.71,OUT_OF_SCOPE
INT-009471,CMP-009471,ACCOUNT_FREEZE,NO_ACTION,37.54,NOT_ACTED
INT-009472,CMP-009472,ACCOUNT_FREEZE,SUCCESS,26.79,ALREADY_ACTIONED
INT-009473,CMP-009473,LIEN_MARK,NO_ACTION,33.71,ACTED
INT-009474,CMP-009474,LIEN_MARK,NO_ACTION,12.57,ALREADY_ACTIONED
INT-009475,CMP-009475,LIEN_MARK,NO_ACTION,29.66,ALREADY_ACTIONED
INT-009476,CMP-009476,LIEN_MARK,PARTIAL,32.3,ALREADY_ACTIONED
INT-009477,CMP-009477,ACCOUNT_FREEZE,SUCCESS,31.33,OUT_OF_SCOPE
INT-009478,CMP-009478,JURISDICTION_HANDOFF,PARTIAL,26.38,ACTED
INT-009479,CMP-009479,NO_ACTION,NO_ACTION,42.44,ALREADY_ACTIONED
INT-009480,CMP-009480,ACCOUNT_FREEZE,SUCCESS,23.02,ACTED
INT-009481,CMP-009481,ENDPOINT_WATCH,SUCCESS,7.45,ACTED
